+-------+-----+-------+------+-----+-----+--------+-------------------------------------------------------------+-------+-------+---------+-------+-------+-------+-------+--------+------------+------------+--------------+------------+
| COUNT | 1XX |  2XX  | 3XX  | 4XX | 5XX | METHOD |                             URI                             |  MIN  |  MAX  |   SUM   |  AVG  |  P90  |  P95  |  P99  | STDDEV | MIN(BODY)  | MAX(BODY)  |  SUM(BODY)   | AVG(BODY)  |
| 316   | 0   | 82    | 234  | 0   | 0   | GET    | /images/town.svg                                            | 0.000 | 0.001 | 0.002   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 0.000      | 128735.000 | 10556270.000 | 33405.918  |
| 1     | 0   | 1     | 0    | 0   | 0   | GET    | /images/top-bg.png                                          | 0.002 | 0.002 | 0.002   | 0.002 | 0.002 | 0.002 | 0.002 | 0.000  | 549793.000 | 549793.000 | 549793.000   | 549793.000 |
| 1     | 0   | 0     | 0    | 1   | 0   | GET    | /lib/phpunit/Util/PHP/eval-stdin.php                        | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 162.000    | 162.000    | 162.000      | 162.000    |
| 316   | 0   | 82    | 234  | 0   | 0   | GET    | /images/buildings4.svg                                      | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 0.000      | 4582.000   | 375724.000   | 1189.000   |
| 1     | 0   | 0     | 0    | 1   | 0   | GET    | /tests/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php   | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 162.000    | 162.000    | 162.000      | 162.000    |
| 1     | 0   | 0     | 0    | 1   | 0   | GET    | /test/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php    | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 162.000    | 162.000    | 162.000      | 162.000    |
| 316   | 0   | 82    | 234  | 0   | 0   | GET    | /client                                                     | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 0.000      | 704.000    | 57728.000    | 182.684    |
| 1     | 0   | 1     | 0    | 0   | 0   | GET    | /favicon-128x128.png                                        | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 783.000    | 783.000    | 783.000      | 783.000    |
| 1     | 0   | 0     | 0    | 1   | 0   | GET    | /ws/ec/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php   | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 162.000    | 162.000    | 162.000      | 162.000    |
| 316   | 0   | 82    | 234  | 0   | 0   | GET    | /images/house1.svg                                          | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 0.000      | 2903.000   | 238046.000   | 753.310    |
| 1     | 0   | 1     | 0    | 0   | 0   | GET    | /index.html                                                 | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 704.000    | 704.000    | 704.000      | 704.000    |
| 1     | 0   | 0     | 0    | 1   | 0   | GET    | /zend/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php    | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 162.000    | 162.000    | 162.000      | 162.000    |
| 316   | 0   | 82    | 234  | 0   | 0   | GET    | /images/buildings5.svg                                      | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 0.000      | 9858.000   | 808356.000   | 2558.089   |
